mssv,namsinh,gioitinh,drl,diem_tt,dtb_toankhoa,dtb_tichluy,sotc_tichluy,diemtbhk_1,diemtbhk_2,diemtbhk_3,diemtbhk_4,diemtbhk_5,diemtbhk_6,diemtbhk_7,diemtbhk_8
9ACB7733XPvAibaEXe+iM+1kwvQGhKYMD8gRdN18,19.0,0,100.0,30.0,8.38,8.38,64.0,8.92,8.61,8.0,8.51,8.51,8.51,8.51,8.51
9ACBF3BDXPvAibaEXe/6ZvTfN5IKcpoos0vXcDWI,22.0,0,82.10591293047433,26.24496644424464,6.79,6.79,96.0,6.41,5.36,5.41,7.8,7.59,6.17,6.57,6.472857142857143
9ADF98BFXPvAibaEXe83j+j2N9N4Im1cNCUf+vXe,19.0,0,100.0,30.0,8.54,8.54,69.0,8.97,8.53,8.14,8.546666666666667,8.546666666666667,8.546666666666667,8.546666666666667,8.546666666666667
9AEF5DB4XPvAibaEXe/caEx4rNa5qfIzIl5Ey4O8,16.0,0,78.74455162558057,26.5,7.62,7.62,160.0,7.27,7.98,7.39,8.17,7.12,8.06,7.31,7.24
9AF18D64XPvAibaEXe9fw8mX+aV2o/Ss6vdxjZMj,18.0,0,70.58465346534653,20.75,8.04,8.04,154.0,8.04,8.45,7.72,8.16,8.2,7.28,8.38,7.97
9AF51612XPvAibaEXe9iov3KWPg5dZmSAbesjKsh,18.0,0,70.58465346534653,22.75,7.97,7.97,149.0,7.63,7.59,7.23,8.15,7.69,7.87,9.22,8.72
9AF6E142XPvAibaEXe+T+pdYLenbriRhLpNmNOlR,20.0,0,75.65553494124923,22.5,6.23,6.23,143.0,6.01,5.49,5.45,5.3,5.51,6.36,6.02,6.8
9AF7AF39XPvAibaEXe89uaQhuJG/N0AH4UjEvT6w,19.0,0,95.0,30.0,8.15,8.15,17.0,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15
9AF80322XPvAibaEXe9lyNw7zdm99sPDhdpQ3gl7,19.0,0,83.0,30.0,7.76,7.76,104.0,7.97,7.49,8.28,7.38,7.67,7.758,7.758,7.758
9AF87CC6XPvAibaEXe+wL6o6OKEYkEC/Pe3EupcY,19.0,0,100.0,30.0,6.74,6.74,66.0,7.49,6.07,6.34,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333
9AF95F64XPvAibaEXe86hknCN730J5xO2WrTYw14,21.0,0,78.33960814444872,19.25,8.3,8.3,143.0,6.62,7.65,7.91,8.41,8.31,8.78,9.24,8.14
9AFC9CFFXPvAibaEXe9FnVpSOr4iOxzvQge3jfoL,19.0,0,95.0,30.0,8.61,8.61,17.0,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.61
9AFD5C84XPvAibaEXe//Z7+CGDQLoHD+WJYS0Uvi,19.0,0,62.81791285637439,22.75,5.46,5.46,96.0,6.78,3.15,5.09,2.36,7.17,5.56,2.95,2.69
9B04D14AXPvAibaEXe+swj/cdUVTZuHZwVYfrAwf,19.0,0,71.0,30.0,3.41,3.41,4.0,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41
9B0DB436XPvAibaEXe8x8S8Fn/vYpv0rBsv/Mv7l,17.0,0,81.0,27.0,8.68,8.68,153.0,8.17,8.75,7.99,8.93,9.05,8.77,8.61,9.54
9B0F2ACCXPvAibaEXe8uq5N5zyK1ZewcdV81CUnv,19.0,0,95.0,30.0,6.39,6.39,26.0,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39
9B11180CXPvAibaEXe9sAb//V6ZS2Bq1VYIRlwuD,19.0,0,90.0,30.0,6.88,6.88,85.0,8.57,7.3,6.86,4.81,7.33,6.973999999999999,6.973999999999999,6.973999999999999
9B1136D0XPvAibaEXe/SouBySQ9Uj5QTVvKuCo9z,19.0,0,62.81791285637439,21.75,7.88,7.88,152.0,7.03,5.99,8.08,8.44,7.72,8.0,8.34,8.6
9B12EC68XPvAibaEXe9FnVpSOr4iO2EYKWbeIBnT,19.0,0,92.0,30.0,6.72,6.72,24.0,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72
9B1515C4XPvAibaEXe9tRs79VypSYzS+PbPjS/+n,19.0,0,75.0,30.0,2.28,2.28,1.0,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28
9B19B85CXPvAibaEXe//eUaw4J38K8sH7wpJqiSy,18.0,0,70.58465346534653,22.0,7.32,7.32,151.0,7.28,8.04,7.91,7.08,6.43,6.5,6.97,6.47
9B1D09B9XPvAibaEXe9gkNN06c3nLWDi0LV3MrZs,19.0,0,83.0,30.0,7.32,7.32,97.0,7.08,7.18,7.81,6.57,7.06,7.140000000000001,7.140000000000001,7.140000000000001
9B1E6977XPvAibaEXe+zHruiABExiTZY68QfYDK2,19.0,0,100.0,30.0,7.68,7.68,30.0,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68
9B1E9711XPvAibaEXe+65Is9PO18Gx6m3V7M05zK,17.0,0,70.58465346534653,24.0,7.16,7.16,153.0,6.45,6.5,7.12,7.71,5.46,6.88,5.84,7.18
9B210894XPvAibaEXe+F+2tZHEiFCc7vGNPOcaMU,17.0,0,70.58465346534653,22.5,3.43,3.43,24.0,5.3,5.02,0.26,3.526666666666667,3.526666666666667,3.526666666666667,3.526666666666667,3.526666666666667
9B23F85CXPvAibaEXe/QqI5At3DBgidRMGrBbipk,17.0,0,70.58465346534653,24.5,7.62,7.62,153.0,8.28,7.12,7.97,7.24,6.45,5.38,7.67,5.89
9B2EE136XPvAibaEXe/X5qOvA9deFWAv7YB0HYtm,22.0,1,82.10591293047433,23.05,7.61,7.61,122.0,8.35,6.95,6.32,7.77,7.91,7.14,7.85,0.0
9B2F7CECXPvAibaEXe+UdHzq6I3zLTsU/1RpX7B3,16.0,0,78.74455162558057,27.0,3.18,3.18,22.0,6.36,0.0,3.18,3.18,3.18,3.18,3.18,3.18
9B30B41FXPvAibaEXe8xMXPq5EJM3rGLwROQ3zBO,19.0,0,87.0,30.0,6.52,6.52,30.0,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52
9B423392XPvAibaEXe8G+DN2/i3pr9jcYRxSvWUz,19.0,0,62.81791285637439,21.75,6.24,6.24,148.0,5.8,6.75,6.64,6.01,3.74,4.4,5.91,6.15
9B43B280XPvAibaEXe/0Yd2X34glFL1g/zLXwvy3,19.0,0,90.0,30.0,8.38,8.38,106.0,8.08,8.64,8.62,8.07,8.49,8.379999999999999,8.379999999999999,8.379999999999999
9B47D5AEXPvAibaEXe8/3iNqySORb2yc7gdXyezc,16.0,0,78.74455162558057,25.5,7.71,7.71,152.0,5.93,7.34,7.3,7.65,7.98,7.98,8.84,8.2
9B498412XPvAibaEXe/XOPUzjjLegJ07OJR+rTz/,18.0,0,70.58465346534653,23.25,7.89,7.89,148.0,7.62,4.81,7.58,7.36,8.09,8.37,7.62,8.87
9B4B8887XPvAibaEXe/4bSD/sFWUz07SAQT+hoPU,19.0,0,73.0,30.0,1.65,1.65,3.0,2.81,0.49,1.65,1.65,1.65,1.65,1.65,1.65
9B54EA8BXPvAibaEXe/pnXUIwMJHJnzL79TUFr3p,20.0,0,75.65553494124923,23.5,8.96,8.96,148.0,9.19,8.99,8.53,9.06,8.59,8.78,9.18,9.56
9B62DB27XPvAibaEXe/Q6C3BndaQUCkYnkHcEMFE,18.0,0,70.58465346534653,25.0,8.2,8.2,153.0,9.04,8.2,8.35,8.43,7.7,7.19,8.47,7.85
9B70107BXPvAibaEXe9p78qxnH96y5UgHXPar4Kx,18.0,0,70.58465346534653,23.0,4.48,4.48,77.0,5.51,3.09,5.2,3.55,3.53,3.58,1.82,3.6
9B7FD51EXPvAibaEXe8lD1q2qL+IhUDddGlyIHtD,19.0,0,97.0,30.0,6.2,6.2,73.0,4.65,6.28,6.33,7.06,5.79,6.021999999999999,6.021999999999999,6.021999999999999
9B8D8B1CXPvAibaEXe/Yd5khqDzvKHlbXiAqZNw0,21.0,0,78.33960814444872,20.15,7.31,7.31,142.0,7.22,6.97,7.01,7.9,7.53,7.81,6.78,5.6
9B90A041XPvAibaEXe+O8Ynm4+UKCjj4hk6yMx6W,22.0,0,82.10591293047433,27.63163489428903,8.2,8.2,138.0,8.55,7.54,7.96,8.75,8.73,8.12,6.95,8.085714285714285
9B9608FAXPvAibaEXe/SB1IwpeFMKuDtvmBFPw5A,19.0,0,100.0,30.0,7.59,7.59,59.0,7.44,8.64,6.95,7.676666666666667,7.676666666666667,7.676666666666667,7.676666666666667,7.676666666666667
9B9737BFXPvAibaEXe9w7hFRcHEZpI6aQzL3t2J2,19.0,0,83.0,30.0,8.64,8.64,100.0,9.13,8.58,8.98,7.96,8.58,8.645999999999999,8.645999999999999,8.645999999999999
9B998277XPvAibaEXe8G+DN2/i3pr/oF+P6nZZEo,19.0,0,62.81791285637439,22.25,7.07,7.07,154.0,6.74,5.53,6.53,7.52,8.48,6.65,7.62,7.07
9B99C69FXPvAibaEXe/dwL/4ibPSskwOSOjeBXCn,19.0,0,100.0,30.0,7.53,7.53,98.0,6.74,6.99,7.93,8.07,8.07,7.56,7.56,7.56
9B9A17C2XPvAibaEXe/X5uT1FaYTT69TcyHCZBGM,20.0,0,75.65553494124923,28.25,8.08,8.08,147.0,7.71,7.52,7.26,7.99,8.23,8.57,8.61,9.6
9B9B71DCXPvAibaEXe95ZLbYjhH5ZZ6WRJWjIRGj,19.0,0,100.0,30.0,7.89,7.89,89.0,7.61,7.79,7.55,8.51,8.13,7.918000000000001,7.918000000000001,7.918000000000001
9B9BAAACXPvAibaEXe/UmsX+Yo/cnz7EcY1OeK21,22.0,0,82.10591293047433,24.9,6.32,6.32,127.0,5.42,6.27,6.51,5.77,6.61,5.23,7.21,6.145714285714286
9BA0DBD4XPvAibaEXe91lOGt4F0zYHmqAi7O6AL4,19.0,0,90.0,30.0,7.9,7.9,98.0,6.78,7.78,8.04,7.87,9.03,7.9,7.9,7.9
9BA5DCE1XPvAibaEXe/mbD1XVEM0x9309+/8X221,21.0,0,78.33960814444872,23.0,8.06,8.06,132.0,8.29,7.87,7.48,7.96,8.48,8.25,8.49,8.3
9BA80A7AXPvAibaEXe97q47CdxnNZI2fsmJFg5Q1,17.0,0,65.0,26.0,4.49,4.49,88.0,5.19,6.41,7.29,6.14,4.14,3.39,1.62,0.0
9BA994A5XPvAibaEXe/gIcGl0ROHR36K5NhFSTFP,19.0,0,89.0,30.0,6.8,6.8,13.0,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
9BAB2C1AXPvAibaEXe9d4LQb7PSjpqfgxJIE10wj,22.0,1,82.10591293047433,30.0,8.35,8.35,127.0,8.26,7.76,8.16,8.21,9.13,8.34,8.89,8.392857142857142
9BAE63D9XPvAibaEXe92/FvKjToSoZmbvfkNtgyW,22.0,0,82.10591293047433,25.1,8.11,8.11,126.0,8.64,8.28,7.36,7.92,8.23,8.64,7.88,8.135714285714288
9BB2173BXPvAibaEXe+WyjAMa+c6gtPofcvceDgY,22.0,0,82.10591293047433,25.5,8.35,8.35,138.0,9.12,8.55,8.07,8.9,8.56,8.3,7.4,8.414285714285715
9BB8C96CXPvAibaEXe97/vKPISG06RSFCp64IoS1,19.0,0,100.0,30.0,9.15,9.15,63.0,9.27,9.09,9.11,0.0,6.8675,6.8675,6.8675,6.8675
9BBFC47CXPvAibaEXe+FYkCG3tK4gvBOY4K1zYJN,19.0,0,95.0,30.0,8.01,8.01,30.0,8.01,8.01,8.01,8.01,8.01,8.01,8.01,8.01
9BC20AD6XPvAibaEXe9/83vYrk4yZtjUay1JVUrd,18.0,0,70.58465346534653,22.25,7.14,7.14,148.0,7.15,5.99,6.94,6.73,7.74,7.12,6.81,6.925714285714286
9BC796FFXPvAibaEXe8Dld2HmzmH+k+uoMH5x/06,20.0,0,75.65553494124923,21.25,7.23,7.23,145.0,5.84,7.48,6.98,7.46,6.24,7.42,8.03,8.09
9BCBD8D5XPvAibaEXe+0cx2y6bJA7Bv5ATvNV89S,19.0,0,100.0,30.0,8.36,8.36,64.0,8.54,8.56,8.05,8.383333333333335,8.383333333333335,8.383333333333335,8.383333333333335,8.383333333333335
9BD6FCCDXPvAibaEXe9fwH3SYO7GzQE3TLXGOd0k,19.0,0,93.0,30.0,6.71,6.71,90.0,7.17,6.43,7.16,6.73,6.01,6.7,6.7,6.7
9BD98E2BXPvAibaEXe/Wt8E7RL2wg5KbTmE/K01b,19.0,0,100.0,30.0,7.48,7.48,92.0,6.41,7.42,7.69,7.74,7.45,7.3420000000000005,7.3420000000000005,7.3420000000000005
9BDC190BXPvAibaEXe8ptkRJyotmH1/DXcsBbqtm,17.0,0,100.0,26.5,7.93,7.93,148.0,7.92,6.82,8.72,7.88,7.08,8.25,8.12,8.36
9BE47B34XPvAibaEXe9o/lUQXb5f/6AFrO+cRdQd,17.0,0,66.0,26.0,6.29,6.29,145.0,4.26,3.81,5.72,3.92,3.88,4.78,4.89,5.03
9BE68FFAXPvAibaEXe9OEzZOWq/0AUu5ItBCG4Qi,19.0,0,97.0,30.0,9.11,9.11,100.0,9.18,9.73,9.7,8.46,8.54,9.122,9.122,9.122
9BFE3B5DXPvAibaEXe+FmCcjrTpCnvfyv+kOj3uT,19.0,0,86.0,30.0,8.34,8.34,26.0,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34
9C02958DXPvAibaEXe99cj54RqRPPxZaYmp6h/aN,19.0,0,78.0,30.0,7.98,7.98,103.0,7.75,8.03,8.43,7.75,8.01,7.994,7.994,7.994
9C0D236EXPvAibaEXe+tKlY40ATmdaT16AakNPwq,17.0,0,70.58465346534653,21.5,6.54,6.54,154.0,8.0,6.39,5.68,4.18,5.32,5.73,6.32,6.12
9C0E6BFBXPvAibaEXe8z1D60SqYPkMyEkXHsdrno,19.0,0,96.0,30.0,7.11,7.11,73.0,7.71,6.84,6.95,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667
9C1223F5XPvAibaEXe/CiPILllTJf1GmYsEdi6Ts,18.0,0,70.58465346534653,24.0,4.98,4.98,68.0,6.56,6.84,7.61,4.03,5.13,2.47,0.53,4.738571428571428
9C164EC1XPvAibaEXe9w/vFsijF85FxJX8RxWgRP,19.0,0,88.0,30.0,8.0,8.0,30.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
9C186C23XPvAibaEXe+65Is9PO18G8A/1sLPoKbP,18.0,0,70.58465346534653,20.0,7.07,7.07,142.0,6.71,5.97,6.78,6.42,7.04,7.51,7.7,7.13
9C1E011DXPvAibaEXe9BRb1hYNmZ5uC/Fb2YQGdD,19.0,0,84.0,30.0,7.42,7.42,59.0,7.2,7.29,7.95,7.48,7.48,7.48,7.48,7.48
9C27D55DXPvAibaEXe9iBRrLJjO8dRjd7Zs5TV2/,17.0,0,85.0,26.0,4.7,4.7,65.0,5.9,3.61,4.04,2.03,3.54,4.38,5.69,2.88
9C31DE00XPvAibaEXe86jqvsmOoL9hEq1ka1r7+d,19.0,0,62.81791285637439,21.0,6.67,6.67,147.0,7.03,1.88,5.51,5.91,7.4,5.65,7.31,6.7
9C322598XPvAibaEXe/P3U+Uvm5VgRTb2yx1Wy22,19.0,0,100.0,30.0,6.81,6.81,26.0,6.81,6.81,6.81,6.81,6.81,6.81,6.81,6.81
9C33BE45XPvAibaEXe8CWH5HVeMbzrlc7EvcttDo,21.0,0,78.33960814444872,19.65,6.7,6.7,138.0,7.39,6.28,6.51,7.78,6.4,6.08,5.96,5.47
9C39F4C3XPvAibaEXe9SyjpgUL1o/K8miW9M3x7k,19.0,0,100.0,30.0,6.03,6.03,22.0,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03
9C49B6DCXPvAibaEXe+PmhPN+9CWc9y/2V+Vqo9E,17.0,1,77.0,28.0,8.13,8.13,153.0,8.53,7.17,7.98,8.01,8.55,8.16,7.95,8.28
9C588D5AXPvAibaEXe+81QPULVxrIIskobTbWrBk,19.0,0,91.0,30.0,8.79,8.79,26.0,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79
9C5ABA2CXPvAibaEXe/a3PM8AP2Ng7HsJMHP/6bp,17.0,1,99.0,27.0,6.73,6.73,140.0,7.09,6.79,6.42,6.97,7.27,7.0,5.97,3.85
9C5C5C15XPvAibaEXe+D5C9Re7EGLSun3d4ZgXa/,19.0,0,62.81791285637439,21.5,2.09,2.09,4.0,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09
9C6000AAXPvAibaEXe/vGZ1xWLvpK/jnoK58V6vZ,19.0,0,75.19813454155285,30.0,7.84,7.84,24.0,7.845,7.42,8.27,7.845,7.845,7.845,7.845,7.845
9C60973EXPvAibaEXe+u9g2yz+iQ+MoADtKvq4LM,19.0,0,90.0,30.0,8.26,8.26,108.0,8.21,8.27,8.66,8.29,7.81,8.248000000000001,8.248000000000001,8.248000000000001
9C6762FEXPvAibaEXe8Ei6irkiwEYK5/jiUqGUhF,19.0,0,80.0,30.0,4.12,4.12,14.0,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12
9C6FC970XPvAibaEXe+aObW/q2wM2mHm2WdRnlg4,19.0,0,95.0,30.0,8.41,8.41,26.0,8.41,8.41,8.41,8.41,8.41,8.41,8.41,8.41
9C7AC051XPvAibaEXe8G8K07ebOXR6Iv6alxNwSG,19.0,0,95.0,30.0,8.53,8.53,28.0,8.53,8.53,8.53,8.53,8.53,8.53,8.53,8.53
9C7F21D3XPvAibaEXe91vJAQAEGFNH2RhJvQQBnK,19.0,0,97.0,30.0,6.11,6.11,60.0,7.05,6.32,1.13,4.63,4.75,4.776,4.776,4.776
9C815F62XPvAibaEXe/jA2MATe6eKpLGJuVbUdNX,19.0,0,62.81791285637439,22.0,8.45,8.45,154.0,8.27,8.31,8.99,8.71,6.98,7.82,8.54,8.65
9C849A93XPvAibaEXe9fwH3SYO7GzVQjfmCZm2pL,19.0,0,87.0,30.0,7.48,7.48,35.0,7.66,7.36,7.51,7.51,7.51,7.51,7.51,7.51
9C8691DBXPvAibaEXe+O+EbU9awW5s8iHYOd2OIa,21.0,1,78.33960814444872,22.4,6.89,6.89,132.0,6.75,5.31,7.25,4.52,5.35,7.24,6.63,7.85
9C86E53CXPvAibaEXe9aW+TbwXxU2+lG4o38/eBC,19.0,0,100.0,30.0,8.18,8.18,26.0,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18
9C8782A5XPvAibaEXe9lF2o7VejWNskIJ3b/KH8Y,16.0,0,78.74455162558057,28.0,7.49,7.49,149.0,7.41,5.87,6.26,7.47,7.29,6.43,6.58,5.82
9C88C20AXPvAibaEXe90ZzX2oanjjvdFX8RLhtBI,19.0,0,62.81791285637439,22.25,6.77,6.77,148.0,6.28,6.46,6.82,6.21,6.69,8.17,7.1,5.21
9C8A0D01XPvAibaEXe9rbQR8nwnz2JjQMa41ri0+,21.0,0,78.33960814444872,20.7,7.39,7.39,71.0,8.42,7.61,6.23,7.26,7.380000000000001,7.380000000000001,7.380000000000001,7.380000000000001
9C8A963FXPvAibaEXe+1g6w0U0xk7rpvAoXz6+/v,19.0,0,93.0,30.0,7.7,7.7,72.0,7.67,7.29,8.31,7.756666666666668,7.756666666666668,7.756666666666668,7.756666666666668,7.756666666666668
9C8A98BFXPvAibaEXe+e2tIVVtPhOd/01/kUcm3X,22.0,0,82.10591293047433,23.85,8.39,8.39,165.0,8.66,8.8,7.97,8.6,8.43,8.06,8.31,8.404285714285715
9C8C33FFXPvAibaEXe+ZE1D25ZBslpaMSSPZai7A,19.0,0,83.0,30.0,4.38,4.38,34.0,2.91,4.12,5.45,2.5,3.21,3.6380000000000003,3.6380000000000003,3.6380000000000003
9C91781BXPvAibaEXe8qh9FRNDK+MaMODbE9t/5h,20.0,1,75.65553494124923,23.75,7.17,7.17,137.0,6.53,7.57,6.82,6.36,7.41,5.72,6.6,7.71
9C93288BXPvAibaEXe9Y6XKwco8jyUtklb5XaVU9,20.0,0,75.65553494124923,24.0,7.23,7.23,149.0,7.22,7.87,6.77,7.84,5.88,6.74,5.17,7.59
9C982D46XPvAibaEXe/f/Q1bKxMyhHXSXbZlfcNe,19.0,0,85.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9C9BB502XPvAibaEXe91UcttbrYag5HwwfofsC9O,21.0,1,78.33960814444872,24.25,2.31,2.31,9.0,5.33,0.0,2.665,2.665,2.665,2.665,2.665,2.665
9C9D2D5BXPvAibaEXe+AJ6BPwFaII8Dk58q5sxz4,19.0,0,90.0,30.0,7.43,7.43,76.0,7.68,7.04,7.56,7.426666666666666,7.426666666666666,7.426666666666666,7.426666666666666,7.426666666666666
9C9D7B29XPvAibaEXe9aucNQ7/14aOsZ4IvYO2l6,16.0,1,78.74455162558057,23.5,7.26,7.26,152.0,5.95,8.03,6.54,7.73,7.57,7.12,7.33,7.97
9C9DF586XPvAibaEXe+GHNK19bpqC+R86WCu45mt,17.0,0,62.81791285637439,24.0,6.83,6.83,153.0,5.76,1.54,6.96,6.67,6.66,5.67,4.09,6.83
9CA0D07DXPvAibaEXe/HJrkqSpA43fbq3Rn1loXy,19.0,0,95.0,30.0,7.76,7.76,60.0,8.48,7.73,6.94,7.716666666666668,7.716666666666668,7.716666666666668,7.716666666666668,7.716666666666668
9CA2B07FXPvAibaEXe8at9gGXzJnL4Stnw4Qlktc,20.0,0,75.65553494124923,25.25,3.02,3.02,7.0,6.09,2.29,0.47,2.9499999999999997,2.9499999999999997,2.9499999999999997,2.9499999999999997,2.9499999999999997
9CAF3CDBXPvAibaEXe83V/kFvw2bBf/iNPsMd2JY,16.0,0,78.74455162558057,30.0,6.95,6.95,157.0,7.52,7.87,7.58,7.84,3.51,6.46,4.05,2.41
9CB4BE25XPvAibaEXe95BgJyC1XgNXXkNOrClFn/,22.0,1,82.10591293047433,25.35,7.93,7.93,131.0,8.21,7.02,7.6,7.86,8.44,8.55,8.5,8.025714285714285
9CB66503XPvAibaEXe9E+KuE/nFliVHlSAEdjpcv,16.0,0,78.74455162558057,24.0,7.03,7.03,142.0,6.25,5.26,7.15,6.49,6.96,7.14,7.74,9.1
9CB902AFXPvAibaEXe/8XquPxT92g6ZbGACyH1MA,19.0,0,100.0,30.0,6.02,6.02,44.0,8.27,6.01,3.18,5.82,5.82,5.82,5.82,5.82
9CBA0A54XPvAibaEXe8R2Rbk2WiF3B8gDKihOp6P,19.0,0,100.0,30.0,6.37,6.37,28.0,6.81,6.01,6.41,6.41,6.41,6.41,6.41,6.41
9CBBCB42XPvAibaEXe/JKySBFnJ8Igz0pngNmNY4,17.0,0,48.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9CBFA49CXPvAibaEXe9rbQR8nwnz2IsFif4wBHeD,21.0,0,78.33960814444872,20.9,6.26,6.26,109.0,4.64,2.73,6.22,7.21,6.1,6.87,7.16,6.62
9CD6FC97XPvAibaEXe/uPR0E3TEtQoREyf0wp5Rs,19.0,0,62.81791285637439,30.0,7.79,7.79,141.0,7.24,6.66,7.9,6.91,7.62,8.33,8.27,9.5
9CDA713CXPvAibaEXe8eipYZNlRNfoYNPtX5HVn7,19.0,0,68.0,30.0,1.61,1.61,0.0,2.17,0.71,1.44,1.44,1.44,1.44,1.44,1.44
9CDAC6E2XPvAibaEXe/24bqNYPB5SjtLdcuGz1an,19.0,0,100.0,30.0,8.82,8.82,64.0,9.24,8.5,8.75,8.83,8.83,8.83,8.83,8.83
9CE4F051XPvAibaEXe+Bn/Kbq8h84DwNhItH3scO,22.0,0,82.10591293047433,30.0,9.52,9.52,132.0,9.52,9.4,9.56,9.55,9.55,9.02,9.8,9.485714285714284
9CEC61ADXPvAibaEXe/8lY5fYNExVX9IuHy9tfxv,19.0,0,100.0,30.0,8.54,8.54,16.0,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54
9CEE9B1FXPvAibaEXe/mDljlbns7jYi6W6uei3rB,22.0,0,82.10591293047433,23.15,6.28,6.28,111.0,6.67,3.96,5.68,6.66,7.5,7.02,4.09,5.9399999999999995
9CF7513CXPvAibaEXe8JhJ4J3nSSlxGVuJhy65uf,22.0,1,82.10591293047433,21.6,7.83,7.83,131.0,7.8,7.53,6.81,7.62,8.28,8.79,7.83,7.808571428571428
9D06D02BXPvAibaEXe/Hpk/kOf6+1d0LuggLW88j,14.0,0,78.74455162558057,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9D09A6FCXPvAibaEXe+cD2dfYrNOt3Tpjw0B9ZYa,18.0,0,70.58465346534653,24.0,8.15,8.15,148.0,8.02,6.6,8.03,7.82,8.31,8.7,8.19,8.6
9D0A51BCXPvAibaEXe/JRR+qhRXMm6mmnYmHn1Gf,19.0,0,62.81791285637439,22.75,8.13,8.13,148.0,7.81,7.57,8.42,8.25,8.55,8.33,7.44,8.46
9D0E177DXPvAibaEXe8MfmBSa3BXeDwxOBFkcvBx,19.0,0,72.0,30.0,6.51,6.51,26.0,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51
9D14729AXPvAibaEXe8WdGcsQTF3yLZ3B0b1W9X0,17.0,0,70.0,26.5,6.83,6.83,150.0,7.04,6.96,7.59,6.61,6.38,6.54,6.16,8.15
9D1D0D5CXPvAibaEXe9Qk6hDUWKQXS/sN5/7YvvK,17.0,0,86.0,28.0,7.4,7.4,157.0,6.56,6.02,4.71,6.6,5.66,7.91,7.34,8.14
9D2478E5XPvAibaEXe9MSDlNDFbYdoly8gfyWDms,17.0,0,95.0,30.0,6.61,6.61,128.0,7.5,7.03,6.19,6.26,7.31,7.14,6.18,2.61
9D24935AXPvAibaEXe9P07hcrvmhCaK9iQTZe/LS,16.0,0,78.74455162558057,24.5,4.53,4.53,25.0,5.7,2.91,2.9,3.8366666666666664,3.8366666666666664,3.8366666666666664,3.8366666666666664,3.8366666666666664
9D27DEB2XPvAibaEXe+DQUlBGD+1p5aBxa3VSvpi,19.0,0,100.0,30.0,8.93,8.93,44.0,8.71,8.3,9.37,8.793333333333335,8.793333333333335,8.793333333333335,8.793333333333335,8.793333333333335
9D2E9ABEXPvAibaEXe+t618nkWP4eYOJG9NVeUVr,20.0,0,75.65553494124923,25.75,7.22,7.22,131.0,7.64,6.54,6.47,6.91,7.55,7.35,7.56,8.83
9D375E5AXPvAibaEXe9fafwYRU+NpqdtTxcK8k1H,16.0,0,78.74455162558057,27.0,6.46,6.46,150.0,5.3,3.5,3.88,5.58,4.63,6.27,6.25,6.71
9D3B4774XPvAibaEXe+patkqhDdd1ZiVuS7o5Wm0,19.0,0,100.0,30.0,7.58,7.58,102.0,7.91,7.13,8.01,7.15,7.76,7.591999999999999,7.591999999999999,7.591999999999999
9D3EEEDBXPvAibaEXe+HJXKqpCHBIifQOGHi339J,19.0,0,87.0,30.0,6.79,6.79,86.0,7.02,6.4,6.82,6.9,7.22,6.872,6.872,6.872
9D43CD0EXPvAibaEXe8xE9+hjZHGkgBMozVZmjY7,19.0,0,100.0,30.0,7.8,7.8,56.0,8.19,7.82,7.33,7.7799999999999985,7.7799999999999985,7.7799999999999985,7.7799999999999985,7.7799999999999985
9D448F98XPvAibaEXe+gnarChABWRysdIP7IEP0F,20.0,0,75.65553494124923,23.25,6.68,6.68,139.0,5.83,6.58,6.34,5.75,5.85,7.35,6.455714285714286,7.49
9D4B7768XPvAibaEXe8Z1ibtCzbf7vUExruu3I4c,19.0,0,100.0,30.0,6.73,6.73,88.0,5.9,6.62,8.14,6.47,6.51,6.728,6.728,6.728
9D4DC194XPvAibaEXe+pZU+khqBqyqh7gIK4pjkc,17.0,0,70.58465346534653,30.0,2.92,2.92,8.0,4.15,3.3,0.0,2.4833333333333334,2.4833333333333334,2.4833333333333334,2.4833333333333334,2.4833333333333334
